Row,Author,Paper,Location,Country,Mult.country,Habitat type,Moment,Species English,Species scientific,Host taxonomic class,Sampling method,Hosts studied,Host infested,Infestation prevalence,Total ticks,Mean abundance,Stages,Larvae on hosts,Mean larval abundance,Host infested with larvae,Nymphs on hosts,Mean nymphal abundance,Host infested with nymphs,Adults on hosts,Mean adult abundance,Host infested with adults,"Any SD, SE or CI given",Note on confidence,Same animals AH/AF,Same reference,Multiple species,Notes,Birds,HD
0499,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,22,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,No,,Migratory birds included,Yes
0500,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Garden warbler,Sylvia borin,Bird,Scientific capturing,13,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,No,,Migratory birds included,Yes
0501,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Fieldfare,Turdus pilaris,Bird,Scientific capturing,7,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,No,,Migratory birds included,Yes
0502,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Ring ouzel,Turdus torquatus,Bird,Scientific capturing,10,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,no,NA,No,NA,No,,Migratory birds included,Yes
0503,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian skylark,Alauda arvensis,Bird,Scientific capturing,66,1,0.02,1,0.02,Yes,0,0.00,NA,1,0.02,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0504,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Tree pipit,Anthus trivialis,Bird,Scientific capturing,673,120,0.18,328,0.49,Yes,243,0.36,NA,85,0.13,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0505,"Lommano et al., (2014)",119,"Bois de l'Hopital (Canton of Neuchâtel, 47?01.00'N, 6?56.00'E) and Agiez (Canton of Vaud, 46?43.23'N,6?29.90'E)",Switzerland,No,Mixed and decidious forest,"Spring-Summer 2008, 2009 and 2010",Eurasian treecreeper,Certhia familiaris,Bird,Scientific capturing,2,1,0.50,1,0.50,Yes,0,0.00,NA,1,0.50,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Non-migrating birds,Yes
0506,"Lommano et al., (2014)",119,"Bois de l'Hopital (Canton of Neuchâtel, 47?01.00'N, 6?56.00'E) and Agiez (Canton of Vaud, 46?43.23'N,6?29.90'E)",Switzerland,No,Mixed and decidious forest,"Spring-Summer 2008, 2009 and 2010",Hawfinch,Coccothraustes coccothraustes,Bird,Scientific capturing,1,1,1.00,9,9.00,Yes,3,3.00,NA,6,6.00,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Non-migrating birds,Yes
0507,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Hawfinch,Coccothraustes coccothraustes,Bird,Scientific capturing,20,2,0.10,2,0.10,Yes,0,0.00,NA,2,0.10,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0508,"Lommano et al., (2014)",119,"Bois de l'Hopital (Canton of Neuchâtel, 47?01.00'N, 6?56.00'E) and Agiez (Canton of Vaud, 46?43.23'N,6?29.90'E)",Switzerland,No,Mixed and decidious forest,"Spring-Summer 2008, 2009 and 2010",European robin,Erithacus rubecula,Bird,Scientific capturing,13,6,0.46,27,2.08,Yes,21,1.62,NA,6,0.46,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Non-migrating birds,Yes
0509,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",European robin,Erithacus rubecula,Bird,Scientific capturing,1216,221,0.18,457,0.38,Yes,335,0.28,NA,122,0.10,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0510,"Lommano et al., (2014)",119,"Bois de l'Hopital (Canton of Neuchâtel, 47?01.00'N, 6?56.00'E) and Agiez (Canton of Vaud, 46?43.23'N,6?29.90'E)",Switzerland,No,Mixed and decidious forest,"Spring-Summer 2008, 2009 and 2010",Common chaffinch,Fringilla coelebs,Bird,Scientific capturing,3,1,0.33,1,0.33,Yes,0,0.00,NA,1,0.33,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Non-migrating birds,Yes
0511,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Common chaffinch,Fringilla coelebs,Bird,Scientific capturing,533,37,0.07,67,0.13,Yes,42,0.08,NA,25,0.05,NA,1,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0512,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Brambling,Fringilla montifringilla,Bird,Scientific capturing,121,7,0.06,7,0.06,Yes,2,0.02,NA,5,0.04,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0513,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Woodlark,Lullula arborea,Bird,Scientific capturing,33,1,0.03,1,0.03,Yes,0,0.00,NA,1,0.03,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0514,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Spotted nutcracker,Nucifraga caryocatactes,Bird,Scientific capturing,48,1,0.02,1,0.02,Yes,0,0.00,NA,1,0.02,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0515,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Northern wheatear,Oenanthe oenanthe,Bird,Scientific capturing,20,1,0.05,1,0.05,Yes,0,0.00,NA,1,0.05,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0516,"Lommano et al., (2014)",119,"Bois de l'Hopital (Canton of Neuchâtel, 47?01.00'N, 6?56.00'E) and Agiez (Canton of Vaud, 46?43.23'N,6?29.90'E)",Switzerland,No,Mixed and decidious forest,"Spring-Summer 2008, 2009 and 2010",Great tit,Parus major,Bird,Scientific capturing,5,4,0.80,5,1.00,Yes,1,0.20,NA,4,0.80,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Non-migrating birds,Yes
0517,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Great tit,Parus major,Bird,Scientific capturing,25,1,0.04,1,0.04,Yes,1,0.04,NA,0,0.00,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0518,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Black redstart,Phoenicurus ochruros,Bird,Scientific capturing,37,1,0.03,1,0.03,Yes,0,0.00,NA,1,0.03,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0519,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Common redstart,Phoenicurus phoenicurus,Bird,Scientific capturing,22,1,0.05,4,0.18,Yes,3,0.14,NA,1,0.05,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0520,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Willow warbler,Phylloscopus trochilus,Bird,Scientific capturing,38,5,0.13,7,0.18,Yes,2,0.05,NA,5,0.13,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0521,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Dunnock,Prunella modularis,Bird,Scientific capturing,46,3,0.07,3,0.07,Yes,1,0.02,NA,2,0.04,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0522,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",European serin,Serinus serinus,Bird,Scientific capturing,55,2,0.04,2,0.04,Yes,1,0.02,NA,1,0.02,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0523,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Whitethroat,Sylvia communis,Bird,Scientific capturing,6,1,0.17,2,0.33,Yes,0,0.00,NA,2,0.33,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0524,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Eurasian wren,Troglodytes troglodytes,Bird,Scientific capturing,55,5,0.09,10,0.18,Yes,5,0.09,NA,5,0.09,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0525,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Redwing thrush,Turdus iliacus,Bird,Scientific capturing,14,9,0.64,25,1.79,Yes,9,0.64,NA,16,1.14,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0526,"Lommano et al., (2014)",119,"Bois de l'Hopital (Canton of Neuchâtel, 47?01.00'N, 6?56.00'E) and Agiez (Canton of Vaud, 46?43.23'N,6?29.90'E)",Switzerland,No,Mixed and decidious forest,"Spring-Summer 2008, 2009 and 2010",Common blackbird,Turdus merula,Bird,Scientific capturing,2,2,1.00,32,16.00,Yes,0,0.00,NA,32,16.00,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Non-migrating birds,Yes
0527,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Common blackbird,Turdus merula,Bird,Scientific capturing,82,42,0.51,120,1.46,Yes,41,0.50,NA,79,0.96,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0528,"Lommano et al., (2014)",119,"Bois de l'Hopital (Canton of Neuchâtel, 47?01.00'N, 6?56.00'E) and Agiez (Canton of Vaud, 46?43.23'N,6?29.90'E)",Switzerland,No,Mixed and decidious forest,"Spring-Summer 2008, 2009 and 2010",Song thrush,Turdus philomelos,Bird,Scientific capturing,1,1,1.00,6,6.00,Yes,3,3.00,NA,3,3.00,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Non-migrating birds,Yes
0529,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Song thrush,Turdus philomelos,Bird,Scientific capturing,151,41,0.27,79,0.52,Yes,35,0.23,NA,44,0.29,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0530,"Lommano et al., (2014)",119,"Col de Jaman (VD) (46?26.95'N,6?58.41'E)",Switzerland,No,NA,"August - October 2007, 2008 and 2009",Mistle thrush,Turdus viscivorus,Bird,Scientific capturing,35,2,0.06,4,0.11,Yes,2,0.06,NA,2,0.06,NA,0,0.00,NA,No,NA,AF,"Lommano et al., (2014)",No,,Migratory birds included,Yes
0531,"Maaz et al., (2018)",121,"Berlin: Gatow (N52°28.167 E013°08.460), Tegel (N52°36.351 E013°16.288), Steglitz (N52°27.233 E013°18.151) and Moabit (N52°31.286 E013°21.571)",Germany,No,"Gatow: pinewood with a few oaks and sparse ground vegetation. Tegel: mainly pines, beeches, oaks and little ground vegetation. Steglitz: widely-spaced old trees, many shrubs and a dense ground layer of ivy and ground elder. Moabit: backyard of apartment building.",November 2010 and April - November 2011,Striped field mouse,Apodemus agrarius,Mammal,Scientific capturing,77,NA,NA,168,2.18,Yes,158,2.05,31,10,0.12,8,0,0.00,0,No,NA,AH,"Krucken et al., (2013)",No,,No birds,No
0532,"Maaz et al., (2018)",121,"Berlin: Gatow (N52°28.167 E013°08.460), Tegel (N52°36.351 E013°16.288), Steglitz (N52°27.233 E013°18.151) and Moabit (N52°31.286 E013°21.571)",Germany,No,"Gatow: pinewood with a few oaks and sparse ground vegetation. Tegel: mainly pines, beeches, oaks and little ground vegetation. Steglitz: widely-spaced old trees, many shrubs and a dense ground layer of ivy and ground elder. Moabit: backyard of apartment building.",November 2010 and April - November 2011,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,82,NA,NA,594,7.25,Yes,551,6.72,52,43,0.53,16,0,0.00,0,No,NA,AH,"Krucken et al., (2013)",No,,No birds,No
0533,"Maaz et al., (2018)",121,"Berlin: Gatow (N52°28.167 E013°08.460), Tegel (N52°36.351 E013°16.288), Steglitz (N52°27.233 E013°18.151) and Moabit (N52°31.286 E013°21.571)",Germany,No,"Gatow: pinewood with a few oaks and sparse ground vegetation. Tegel: mainly pines, beeches, oaks and little ground vegetation. Steglitz: widely-spaced old trees, many shrubs and a dense ground layer of ivy and ground elder. Moabit: backyard of apartment building.",November 2010 and April - November 2011,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,25,NA,NA,15,0.59,Yes,10,0.40,5,5,0.19,4,0,0.00,0,No,NA,AH,"Krucken et al., (2013)",No,,No birds,No
0534,"Maaz et al., (2018)",121,"Berlin: Gatow (N52°28.167 E013°08.460), Tegel (N52°36.351 E013°16.288), Steglitz (N52°27.233 E013°18.151) and Moabit (N52°31.286 E013°21.571)",Germany,No,"Gatow: pinewood with a few oaks and sparse ground vegetation. Tegel: mainly pines, beeches, oaks and little ground vegetation. Steglitz: widely-spaced old trees, many shrubs and a dense ground layer of ivy and ground elder. Moabit: backyard of apartment building.",November 2010 and April - November 2011,Field vole,Microtus agrestis,Mammal,Scientific capturing,2,NA,NA,21,10.50,Yes,21,10.50,2,0,0.00,0,0,0.00,0,No,NA,AH,"Krucken et al., (2013)",No,,No birds,No
0535,"Maaz et al., (2018)",121,"Berlin: Gatow (N52°28.167 E013°08.460), Tegel (N52°36.351 E013°16.288), Steglitz (N52°27.233 E013°18.151) and Moabit (N52°31.286 E013°21.571)",Germany,No,"Gatow: pinewood with a few oaks and sparse ground vegetation. Tegel: mainly pines, beeches, oaks and little ground vegetation. Steglitz: widely-spaced old trees, many shrubs and a dense ground layer of ivy and ground elder. Moabit: backyard of apartment building.",November 2010 and April - November 2011,Common vole,Microtus arvalis,Mammal,Scientific capturing,11,NA,NA,216,19.63,Yes,208,18.90,7,8,0.73,2,0,0.00,0,No,NA,AH,"Krucken et al., (2013)",No,,No birds,No
0536,"Maaz et al., (2018)",121,"Berlin: Gatow (N52°28.167 E013°08.460), Tegel (N52°36.351 E013°16.288), Steglitz (N52°27.233 E013°18.151) and Moabit (N52°31.286 E013°21.571)",Germany,No,"Gatow: pinewood with a few oaks and sparse ground vegetation. Tegel: mainly pines, beeches, oaks and little ground vegetation. Steglitz: widely-spaced old trees, many shrubs and a dense ground layer of ivy and ground elder. Moabit: backyard of apartment building.",November 2010 and April - November 2011,Bank vole,Myodes glareolus,Mammal,Scientific capturing,59,NA,NA,347,5.88,Yes,331,5.61,43,16,0.26,12,0,0.00,0,No,NA,AH,"Krucken et al., (2013)",No,,No birds,No
0537,"Majlathova et al., (2006)",122,"National Park Slovak Karst (48°36? N, 20°52? E)",Slovakia,No,NA,May - September 2004 and 2005,European green lizard,Lacerta viridis,Reptile,Scientific capturing,165,146,0.88,469,2.84,Yes,199,1.21,NA,270,1.64,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,No
0538,"Majlathova et al., (2008)",123,"Martinske Hole Mountains (49°05'N, 18°49'E)",Slovakia,No,"European beech (Fagus sylvatica) and silver fir (Abies alba). Beech is mostly mixed with silver fir, Norway spruce (Picea abies), and sycamore (Acer pseudoplatanus)",May 2006,Sand lizard,Lacerta agilis,Reptile,Scientific capturing,11,11,1.00,152,13.82,Yes,74,6.73,NA,78,7.09,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,No
0539,"Majlathova et al., (2008)",123,"Odolanow (51°34'N, 17°40'E)",Poland,No,"Mosaic of arable fields, meadows, and small woodlots and scattered trees and shrubs of different age, with dominance of white willow (Salix fragilis), silver birch (Betula pendula), black poplar (Populus nigra), and pine (Pinus sylvestris)",May 2006,Sand lizard,Lacerta agilis,Reptile,Scientific capturing,48,32,0.67,187,3.90,Yes,74,1.54,NA,113,2.35,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,No
0540,"Majlathova et al., (2008)",123,"Sfantu Gheorghe arm of Danube (44°54'N, 29°36'E)",Romania,No,"Sandy, covered with feather grass (Stipa spp.), Juncus spp., and other steppe species. Elevated mounds support stands of white willow (Salix alba), black poplar (Populus nigra), alder (Alnus spp.), ash tree (Fraxinus spp.), and oak (Quercus spp.).",July 2006,East-european sand lizard,Lacerta agilis chersonensis,Reptile,Scientific capturing,28,14,0.50,97,3.46,Yes,97,3.46,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,No
0541,"Marcutan et al., (2016)",125,Danube Delta,Romania,No,NA,Spring and autumn 2011 and 2012,"Blue tit, Reed bunting, European robin, Pied flycatcher, Bearded reedling, Great tit, Common chiffchaff, Goldcrest, Eurasian penduline tit, Common blackbird and Song thrush",NA,Bird,Scientific capturing,1103,NA,NA,369,0.33,Yes,181,0.16,NA,180,0.16,NA,8,0.01,NA,No,NA,No,NA,Yes,,Migratory birds included,No
0542,"Marsot et al., (2013)",126,"Sénart Forest, (La Faisanderie: 48°39'25""N, 2°29'40""E)",France,No,Forest,March - October in 2007,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,34,NA,NA,299,NA,No,299,8.79,NA,NA,NA,NA,NA,NA,NA,Yes,Mean larval abundance 95% CI is given per season,No,NA,No,,No birds,Yes
0543,"Marsot et al., (2013)",126,"Sénart Forest, (La Faisanderie: 48°39'25""N, 2°29'40""E)",France,No,Forest,March - October in 2007 - 2008,Bank vole,Myodes glareolus,Mammal,Scientific capturing,547,NA,NA,1074,NA,No,1074,1.96,NA,NA,NA,NA,NA,NA,NA,Yes,Mean larval abundance 95% CI is given per season,No,NA,No,,No birds,Yes
0544,"Marsot et al., (2013)",126,"Sénart Forest, (La Faisanderie: 48°39'25""N, 2°29'40""E)",France,No,Forest,March - October in 2007 - 2010,Siberian chipmunk,Tamias sibiricus,Mammal,Scientific capturing,800,NA,NA,24643,NA,No,24643,30.80,NA,NA,NA,NA,NA,NA,NA,Yes,Mean larval abundance 95% CI is given per season,No,NA,No,,No birds,Yes
0545,"Martello et al., (2014)",127,"Tuscan-Emilian Apennine National Park, in the province of Lucca (44?12'N, 10?22'E).",Italy,No,"Site A, at 1220 m above the sea level (a.s.l.), was char-acterized by a mixed wood with common hazels (Corylus avellana),Turkey oaks (Quercus cerris), wild apples (Malus sylvestris), andshrubs (Spartium junceum, Rosa canina). Site B (1140 m a.s.l.) wasdominated by oaks, whereas site C (1185 m a.s.l.) was characterizedby mixed wood with a predominance of black alders (Alnus gluti-nosa), and including sycamore maples (Acer pseudoplatanus), silverfirs (Abies alba) and European ashes (Fraxinus excelsior).",June - September 2009 - 2012,Apodemus spp.,Apodemus spp.,Mammal,Scientific capturing,215,117,0.54,494,2.30,Yes,485,2.26,117,9,0.04,8,0,0.00,0,Yes,"Percentage of hosts infested with larvae 95% CI: 47,5-61,2%; Percentage of hosts infested with nymphs 95% CI: 1,6-7,2%; Mean larval abundance SD = 4.1; Mean nymphal abundance SD = 0,21",No,NA,Half,,No birds,Yes
0546,"Martello et al., (2014)",127,"Tuscan-Emilian Apennine National Park, in the province of Lucca (44?12'N, 10?22'E).",Italy,No,"Site A, at 1220 m above the sea level (a.s.l.), was char-acterized by a mixed wood with common hazels (Corylus avellana),Turkey oaks (Quercus cerris), wild apples (Malus sylvestris), andshrubs (Spartium junceum, Rosa canina). Site B (1140 m a.s.l.) wasdominated by oaks, whereas site C (1185 m a.s.l.) was characterizedby mixed wood with a predominance of black alders (Alnus gluti-nosa), and including sycamore maples (Acer pseudoplatanus), silverfirs (Abies alba) and European ashes (Fraxinus excelsior).",June - September 2009 - 2012,Bank vole,Myodes glareolus,Mammal,Scientific capturing,57,10,0.18,18,0.32,Yes,17,0.30,10,1,0.02,1,0,0.00,0,Yes,"Percentage of hosts infested with larvae 95% CI: 8,7-29,9%; Percentage of hosts infested with nymphs 95% CI: 0,04-9,4%; Mean larval abundance SD = 0,73; Mean nymphal abundance SD = 0,13",No,NA,No,,No birds,Yes
0547,"Matuschka et al., (1990)",131,Berlin,Germany,No,Parklike suburban sites,April - October in 1986 - 1988,Field vole,Microtus agrestis,Mammal,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,Yes
0548,"Matuschka et al., (1990)",131,Berlin,Germany,No,Parklike suburban sites,April - October in 1986 - 1988,Common vole,Microtus arvalis,Mammal,Scientific capturing,11,10,0.91,34,3.09,Yes,28,2.55,NA,6,0.55,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,Yes
0549,"Matuschka et al., (1990)",131,Berlin,Germany,No,Parklike suburban sites,April - October in 1986 - 1988,Bank vole,Myodes glareolus,Mammal,Scientific capturing,961,624,0.65,2117,2.20,Yes,2033,2.12,NA,84,0.09,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,Yes
0550,"Matuschka et al., (1991)",132,Berlin,Germany,No,Parklike suburban sites,April - October (years unknown),Striped field mouse,Apodemus agrarius,Mammal,Scientific capturing,171,NA,NA,1431,8.37,Yes,1334,7.80,NA,97,0.57,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,Yes
0551,"Matuschka et al., (1991)",132,Berlin,Germany,No,Parklike suburban sites,April - October (years unknown),Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,674,NA,NA,5116,7.59,Yes,4988,7.40,NA,128,0.19,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,Yes
0552,"Matuschka et al., (1991)",132,Berlin,Germany,No,Parklike suburban sites,April - September (years unknown),Sand lizard,Lacerta agilis,Reptile,Scientific capturing,220,NA,NA,1419,6.45,Yes,880,4.00,NA,539,2.45,NA,0,0.00,NA,No,NA,No,NA,No,,No birds,Yes
0553,"Matuschka et al., (1994)",133,"Kraichtal, Baden-Württemberg",Germany,No,Wooded hillside intermixed with meadow,September 1991 and 1992,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,59,52,0.88,230,3.90,Yes,224,3.80,52,6,0.10,5,0,0.00,0,Yes,"Mean larval abundance SE = 0,4; Mean nymphal abundance SE = 0,0",No,NA,No,,No birds,Yes
0554,"Matuschka et al., (1994)",133,"Kraichtal, Baden-Württemberg",Germany,No,Wooded hillside intermixed with meadow,September 1991 and 1992,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,8,7,0.88,24,3.00,Yes,23,2.90,7,1,0.10,1,0,0.00,0,Yes,"Mean larval abundance SE = 0,7; Mean nymphal abundance SE = 0,1",No,NA,No,,No birds,Yes
